index,timestamp,window_title,client_width,client_height,screen_x,screen_y,client_x,client_y,ref_x,ref_y,inside_client
1,2026-05-06 04:27:23.737,异环  ,1920,1080,2369,805,769,509,769.0,509.0,True
2,2026-05-06 04:27:29.136,异环  ,1920,1080,2749,807,1149,511,1149.0,511.0,True
3,2026-05-06 04:27:33.604,异环  ,1920,1080,2362,862,762,566,762.0,566.0,True
4,2026-05-06 04:27:36.769,异环  ,1920,1080,2751,863,1151,567,1151.0,567.0,True
