index,timestamp,window_title,client_width,client_height,screen_x,screen_y,client_x,client_y,ref_x,ref_y,inside_client
1,2026-05-06 02:15:50.835,异环  ,1920,1080,760,276,596,66,596.0,66.0,True
2,2026-05-06 02:15:53.349,异环  ,1920,1080,1488,273,1324,63,1324.0,63.0,True
3,2026-05-06 02:15:57.165,异环  ,1920,1080,759,291,595,81,595.0,81.0,True
4,2026-05-06 02:15:59.677,异环  ,1920,1080,1488,293,1324,83,1324.0,83.0,True
