index,timestamp,window_title,client_width,client_height,screen_x,screen_y,client_x,client_y,ref_x,ref_y,inside_client
1,2026-05-06 04:27:06.175,异环  ,1920,1080,941,560,-659,264,-659.0,264.0,False
