index,timestamp,window_title,client_width,client_height,screen_x,screen_y,client_x,client_y,ref_x,ref_y,inside_client
1,2026-05-06 05:24:38.877,异环  ,1920,1080,2048,854,448,558,448.0,558.0,True
2,2026-05-06 05:24:39.901,异环  ,1920,1080,2044,954,444,658,444.0,658.0,True
3,2026-05-06 05:24:40.738,异环  ,1920,1080,2600,968,1000,672,1000.0,672.0,True
4,2026-05-06 05:24:41.577,异环  ,1920,1080,2584,842,984,546,984.0,546.0,True
